Area,Year,Age,ISOCode,Population
Fiji,2015,20--64,242,507.1
Finland,1970,20--64,246,2624.6
Finland,1975,20--64,246,2775.4
Finland,1980,20--64,246,2854.7
Finland,1985,20--64,246,2987.8
Finland,1990,20--64,246,3053.5
Finland,1995,20--64,246,3082.4
Finland,2000,20--64,246,3132.6
Finland,2005,20--64,246,3179.8
Finland,2010,20--64,246,3225.7
Finland,2015,20--64,246,3169.9
France,1970,20--64,250,27594.3
France,1975,20--64,250,29067.4
France,1980,20--64,250,30284.3
France,1985,20--64,250,32479.8
France,1990,20--64,250,33437.7
France,1995,20--64,250,34375.4
France,2000,20--64,250,34773.9
France,2005,20--64,250,35819.6
France,2010,20--64,250,36835
France,2015,20--64,250,36673.9
French Guiana,1970,20--64,254,22.7
French Guiana,1975,20--64,254,26.2
French Guiana,1980,20--64,254,34.2
French Guiana,1985,20--64,254,46
French Guiana,1990,20--64,254,61.3
French Guiana,1995,20--64,254,71.1
French Guiana,2000,20--64,254,85.1
French Guiana,2005,20--64,254,104.7
French Guiana,2010,20--64,254,121.6
French Guiana,2015,20--64,254,140.2
French Polynesia,1970,20--64,258,46.1
French Polynesia,1975,20--64,258,55.9
French Polynesia,1980,20--64,258,69.1
French Polynesia,1985,20--64,258,85.4
French Polynesia,1990,20--64,258,100.7
French Polynesia,1995,20--64,258,113.9
French Polynesia,2000,20--64,258,129
French Polynesia,2005,20--64,258,144.5
French Polynesia,2010,20--64,258,158.5
French Polynesia,2015,20--64,258,167.7
Gabon,1970,20--64,266,302.5
Gabon,1975,20--64,266,315.7
Gabon,1980,20--64,266,335.9
Gabon,1985,20--64,266,365.1
Gabon,1990,20--64,266,407.9
Gabon,1995,20--64,266,460.4
Gabon,2000,20--64,266,529.6
Gabon,2005,20--64,266,612
Gabon,2010,20--64,266,711.6
Gabon,2015,20--64,266,970.4
Gambia,1970,20--64,270,215.1
Gambia,1975,20--64,270,233.2
Gambia,1980,20--64,270,261.1
Gambia,1985,20--64,270,295.3
Gambia,1990,20--64,270,378.4
Gambia,1995,20--64,270,426.4
Gambia,2000,20--64,270,495.4
Gambia,2005,20--64,270,587
Gambia,2010,20--64,270,688.2
Gambia,2015,20--64,270,814.6
Georgia,1970,20--64,268,2474.8
Georgia,1975,20--64,268,2627.7
Georgia,1980,20--64,268,2824.8
Georgia,1985,20--64,268,3074.9
Georgia,1990,20--64,268,3192.9
Georgia,1995,20--64,268,2891.5
Georgia,2000,20--64,268,2736.9
Georgia,2005,20--64,268,2607.7
Georgia,2010,20--64,268,2598.2
Georgia,2015,20--64,268,2398.5
Germany,1970,20--64,276,44118.4
Germany,1975,20--64,276,44001.2
Germany,1980,20--64,276,44769.3
Germany,1985,20--64,276,47734.3
Germany,1990,20--64,276,50160
Germany,1995,20--64,276,51625.4
Germany,2000,20--64,276,51431.1
Germany,2005,20--64,276,49575.3
Germany,2010,20--64,276,48772.9
Germany,2015,20--64,276,49632.2
Ghana,1970,20--64,288,3628
Ghana,1975,20--64,288,4058.1
Ghana,1980,20--64,288,4437.4
Ghana,1985,20--64,288,5286.2
Ghana,1990,20--64,288,6217.9
Ghana,1995,20--64,288,7288.2
Ghana,2000,20--64,288,8403.2
Ghana,2005,20--64,288,9739.6
Ghana,2010,20--64,288,11339.6
Ghana,2015,20--64,288,13071.4
Greece,1970,20--64,300,4966
Greece,1975,20--64,300,5064.6
Greece,1980,20--64,300,5440.8
Greece,1985,20--64,300,5712.3
Greece,1990,20--64,300,6044.2
Greece,1995,20--64,300,6429.5
Greece,2000,20--64,300,6708
Greece,2005,20--64,300,6762.6
Greece,2010,20--64,300,6833.1
Greece,2015,20--64,300,6789.4
Grenada,1970,20--64,308,33.1
Grenada,1975,20--64,308,34.9
Grenada,1980,20--64,308,35.5
Grenada,1985,20--64,308,43.8
Grenada,1990,20--64,308,41.1
Grenada,1995,20--64,308,43.7
Grenada,2000,20--64,308,46.2
Grenada,2005,20--64,308,50.9
Grenada,2010,20--64,308,57.2
Grenada,2015,20--64,308,61.2
Guadeloupe,1970,20--64,312,131.4
Guadeloupe,1975,20--64,312,133.8
Guadeloupe,1980,20--64,312,154.4
Guadeloupe,1985,20--64,312,180.5
Guadeloupe,1990,20--64,312,210.4
Guadeloupe,1995,20--64,312,226.9
Guadeloupe,2000,20--64,312,248.9
Guadeloupe,2005,20--64,312,257.9
Guadeloupe,2010,20--64,312,261.6
Guadeloupe,2015,20--64,312,254.8
Guam,1970,20--64,316,42
Guam,1975,20--64,316,47.7
Guam,1980,20--64,316,54.7
Guam,1985,20--64,316,64
Guam,1990,20--64,316,74.5
Guam,1995,20--64,316,82.1
Guam,2000,20--64,316,87.2
Guam,2005,20--64,316,88.1
Guam,2010,20--64,316,89.9
Guam,2015,20--64,316,92.1
Guatemala,1970,20--64,320,2257.8
Guatemala,1975,20--64,320,2614.6
Guatemala,1980,20--64,320,2934.9
Guatemala,1985,20--64,320,3293
Guatemala,1990,20--64,320,3707.5
Guatemala,1995,20--64,320,4225.5
Guatemala,2000,20--64,320,4871.2
Guatemala,2005,20--64,320,5569.7
Guatemala,2010,20--64,320,6580.8
Guatemala,2015,20--64,320,7804.3
Guinea,1970,20--64,324,1906.9
Guinea,1975,20--64,324,1979.2
Guinea,1980,20--64,324,2027
Guinea,1985,20--64,324,2239
Guinea,1990,20--64,324,2595.4
Guinea,1995,20--64,324,3323.9
Guinea,2000,20--64,324,3699.3
Guinea,2005,20--64,324,4083.5
Guinea,2010,20--64,324,4720
Guinea,2015,20--64,324,5273.4
Guinea-Bissau,1970,20--64,624,328.8
Guinea-Bissau,1975,20--64,624,357.7
Guinea-Bissau,1980,20--64,624,380.1
Guinea-Bissau,1985,20--64,624,406.1
Guinea-Bissau,1990,20--64,624,441.1
Guinea-Bissau,1995,20--64,624,489
Guinea-Bissau,2000,20--64,624,551.7
Guinea-Bissau,2005,20--64,624,634.3
Guinea-Bissau,2010,20--64,624,727.9
Guinea-Bissau,2015,20--64,624,795.1
Guyana,1970,20--64,328,266.7
Guyana,1975,20--64,328,294.9
Guyana,1980,20--64,328,323.8
Guyana,1985,20--64,328,341.9
Guyana,1990,20--64,328,356
Guyana,1995,20--64,328,357.2
Guyana,2000,20--64,328,377.7
Guyana,2005,20--64,328,376.2
Guyana,2010,20--64,328,385.3
Guyana,2015,20--64,328,416.6
Haiti,1970,20--64,332,2083.1
Haiti,1975,20--64,332,2273.1
Haiti,1980,20--64,332,2506.6
Haiti,1985,20--64,332,2773.9
Haiti,1990,20--64,332,3062.1
Haiti,1995,20--64,332,3360.5
Haiti,2000,20--64,332,3753.2
Haiti,2005,20--64,332,4297.4
Haiti,2010,20--64,332,4881.7
Haiti,2015,20--64,332,5479.9
Honduras,1970,20--64,340,1038.5
Honduras,1975,20--64,340,1198.2
Honduras,1980,20--64,340,1412.4
Honduras,1985,20--64,340,1673.9
Honduras,1990,20--64,340,1977.5
Honduras,1995,20--64,340,2295.7
Honduras,2000,20--64,340,2647.3
Honduras,2005,20--64,340,3088.7
Honduras,2010,20--64,340,3621.3
Honduras,2015,20--64,340,4631.7
Hong Kong Special Administrative Region of China,1970,20--64,344,1905.3
Hong Kong Special Administrative Region of China,1975,20--64,344,2231.5
Hong Kong Special Administrative Region of China,1980,20--64,344,2865.3
Hong Kong Special Administrative Region of China,1985,20--64,344,3290.2
Hong Kong Special Administrative Region of China,1990,20--64,344,3608
Hong Kong Special Administrative Region of China,1995,20--64,344,3938.1
Hong Kong Special Administrative Region of China,2000,20--64,344,4410.4
Hong Kong Special Administrative Region of China,2005,20--64,344,4599.5
Hong Kong Special Administrative Region of China,2010,20--64,344,4820.3
Hong Kong Special Administrative Region of China,2015,20--64,344,4972.8
Hungary,1970,20--64,348,6059
Hungary,1975,20--64,348,6268.8
Hungary,1980,20--64,348,6295.6
Hungary,1985,20--64,348,6302.8
Hungary,1990,20--64,348,6090.7
Hungary,1995,20--64,348,6140.7
Hungary,2000,20--64,348,6290.1
Hungary,2005,20--64,348,6312.7
Hungary,2010,20--64,348,6272.5
Hungary,2015,20--64,348,6144.8
Iceland,1970,20--64,352,99.7
Iceland,1975,20--64,352,110
Iceland,1980,20--64,352,120.3
Iceland,1985,20--64,352,132.6
Iceland,1990,20--64,352,142.9
Iceland,1995,20--64,352,151.1
Iceland,2000,20--64,352,161.7
Iceland,2005,20--64,352,174.6
Iceland,2010,20--64,352,189.4
Iceland,2015,20--64,352,196
India,1970,20--64,356,251345.1
India,1975,20--64,356,286003.8
India,1980,20--64,356,326038.5
India,1985,20--64,356,370665.6
India,1990,20--64,356,419123.2
India,1995,20--64,356,472898.2
India,2000,20--64,356,532389.3
India,2005,20--64,356,598713.1
India,2010,20--64,356,668339.1
India,2015,20--64,356,736852.6
Indonesia,1970,20--64,360,50488.2
Indonesia,1975,20--64,360,56748.5
Indonesia,1980,20--64,360,65498.1
Indonesia,1985,20--64,360,76316.1
Indonesia,1990,20--64,360,88541.2
Indonesia,1995,20--64,360,101251.9
Indonesia,2000,20--64,360,114412.8
Indonesia,2005,20--64,360,125588
Indonesia,2010,20--64,360,138612.3
Indonesia,2015,20--64,360,150607.7
Iran (Islamic Republic of),1970,20--64,364,11917.8
Iran (Islamic Republic of),1975,20--64,364,13942.2
Iran (Islamic Republic of),1980,20--64,364,16587.2
Iran (Islamic Republic of),1985,20--64,364,19658.3
Iran (Islamic Republic of),1990,20--64,364,23025
Iran (Islamic Republic of),1995,20--64,364,25776
Iran (Islamic Republic of),2000,20--64,364,31283.9
Iran (Islamic Republic of),2005,20--64,364,39113.1
Iran (Islamic Republic of),2010,20--64,364,46035.1
Iran (Islamic Republic of),2015,20--64,364,51120.6
Iraq,1970,20--64,368,4009
Iraq,1975,20--64,368,4687.2
Iraq,1980,20--64,368,5323.9
Iraq,1985,20--64,368,5959.6
Iraq,1990,20--64,368,6756.3
Iraq,1995,20--64,368,8191.9
Iraq,2000,20--64,368,10009.1
Iraq,2005,20--64,368,11820.9
Iraq,2010,20--64,368,13675.5
Iraq,2015,20--64,368,16519.3
Ireland,1970,20--64,372,1436.1
Ireland,1975,20--64,372,1570
Ireland,1980,20--64,372,1694.1
Ireland,1985,20--64,372,1799.1
Ireland,1990,20--64,372,1837.9
Ireland,1995,20--64,372,2009.7
Ireland,2000,20--64,372,2266.5
Ireland,2005,20--64,372,2610.6
Ireland,2010,20--64,372,2870.7
Ireland,2015,20--64,372,2786.6
Israel,1970,20--64,376,1420.1
Israel,1975,20--64,376,1678.7
Israel,1980,20--64,376,1858.2
Israel,1985,20--64,376,2038.2
Israel,1990,20--64,376,2263.7
Israel,1995,20--64,376,2771.3
Israel,2000,20--64,376,3194.1
Israel,2005,20--64,376,3566.2
Israel,2010,20--64,376,4060.9
Israel,2015,20--64,376,4287.2
Italy,1970,20--64,380,30485.3
Italy,1975,20--64,380,31108.2
Italy,1980,20--64,380,31893.6
Italy,1985,20--64,380,33987.9
Italy,1990,20--64,380,34865.9
Italy,1995,20--64,380,35551.2
Italy,2000,20--64,380,35555.7
Italy,2005,20--64,380,36049
Italy,2010,20--64,380,36175.8
Italy,2015,20--64,380,35241
Jamaica,1970,20--64,388,722
Jamaica,1975,20--64,388,750.7
Jamaica,1980,20--64,388,886
Jamaica,1985,20--64,388,1008.7
Jamaica,1990,20--64,388,1111.9
Jamaica,1995,20--64,388,1215.3
Jamaica,2000,20--64,388,1299.4
Jamaica,2005,20--64,388,1433.4
Jamaica,2010,20--64,388,1541.1
Jamaica,2015,20--64,388,1654
Japan,1970,20--64,392,62218.7
Japan,1975,20--64,392,67219.6
Japan,1980,20--64,392,69917
Japan,1985,20--64,392,72921.1
Japan,1990,20--64,392,75258.1
Japan,1995,20--64,392,78064.6
Japan,2000,20--64,392,78249.8
Japan,2005,20--64,392,77667.7
Japan,2010,20--64,392,75133.6
Japan,2015,20--64,392,72070.8
Jordan,1970,20--64,400,685.7
Jordan,1975,20--64,400,796.5
Jordan,1980,20--64,400,835
Jordan,1985,20--64,400,1053.8
Jordan,1990,20--64,400,1283.8
Jordan,1995,20--64,400,1937.4
Jordan,2000,20--64,400,2183
Jordan,2005,20--64,400,2571.4
Jordan,2010,20--64,400,3225.5
Jordan,2015,20--64,400,4592.8
Kazakhstan,1970,20--64,398,6188.6
Kazakhstan,1975,20--64,398,6860.1
Kazakhstan,1980,20--64,398,7591.6
Kazakhstan,1985,20--64,398,8400.7
Kazakhstan,1990,20--64,398,8918
Kazakhstan,1995,20--64,398,8618.3
Kazakhstan,2000,20--64,398,8384.9
Kazakhstan,2005,20--64,398,8859.5
Kazakhstan,2010,20--64,398,9770
Kazakhstan,2015,20--64,398,10667.5
Kenya,1970,20--64,404,4166.9
Kenya,1975,20--64,404,4926.5
Kenya,1980,20--64,404,5919.6
Kenya,1985,20--64,404,7182.5
Kenya,1990,20--64,404,8737.8
Kenya,1995,20--64,404,10759.9
Kenya,2000,20--64,404,12678.4
Kenya,2005,20--64,404,14993.2
Kenya,2010,20--64,404,17782.6
Kenya,2015,20--64,404,21323
Kiribati,1970,20--64,296,20.8
Kiribati,1975,20--64,296,23.7
Kiribati,1980,20--64,296,26.8
Kiribati,1985,20--64,296,29
Kiribati,1990,20--64,296,34.3
Kiribati,1995,20--64,296,35.6
Kiribati,2000,20--64,296,39
Kiribati,2005,20--64,296,44.2
Kiribati,2010,20--64,296,51.1
Kiribati,2015,20--64,296,57.1
Kuwait,1970,20--64,414,352.2
Kuwait,1975,20--64,414,461.9
Kuwait,1980,20--64,414,685.2
Kuwait,1985,20--64,414,928.2
Kuwait,1990,20--64,414,1099.1
Kuwait,1995,20--64,414,1009.3
Kuwait,2000,20--64,414,1212.8
Kuwait,2005,20--64,414,1459.2
Kuwait,2010,20--64,414,2068.6
Kuwait,2015,20--64,414,2814.4
Kyrgyzstan,1970,20--64,417,1263.5
Kyrgyzstan,1975,20--64,417,1416.9
Kyrgyzstan,1980,20--64,417,1662.8
Kyrgyzstan,1985,20--64,417,1930.4
Kyrgyzstan,1990,20--64,417,2093.9
Kyrgyzstan,1995,20--64,417,2165.5
Kyrgyzstan,2000,20--64,417,2427.4
Kyrgyzstan,2005,20--64,417,2649.2
Kyrgyzstan,2010,20--64,417,2976.8
Kyrgyzstan,2015,20--64,417,3277.6
Lao People's Democratic Republic,1970,20--64,418,1188.1
Lao People's Democratic Republic,1975,20--64,418,1342.8
Lao People's Democratic Republic,1980,20--64,418,1355.4
Lao People's Democratic Republic,1985,20--64,418,1519.8
Lao People's Democratic Republic,1990,20--64,418,1758.6
Lao People's Democratic Republic,1995,20--64,418,2017.8
Lao People's Democratic Republic,2000,20--64,418,2256.2
Lao People's Democratic Republic,2005,20--64,418,2521.1
Lao People's Democratic Republic,2010,20--64,418,2985.1
Lao People's Democratic Republic,2015,20--64,418,3444.4
Latvia,1970,20--64,428,1403.9
Latvia,1975,20--64,428,1439.5
Latvia,1980,20--64,428,1488.2
Latvia,1985,20--64,428,1558.3
Latvia,1990,20--64,428,1593
Latvia,1995,20--64,428,1469.2
Latvia,2000,20--64,428,1414.1
Latvia,2005,20--64,428,1345.4
Latvia,2010,20--64,428,1282.5
Latvia,2015,20--64,428,1219.9
Lebanon,1970,20--64,422,966.4
Lebanon,1975,20--64,422,1132.6
Lebanon,1980,20--64,422,1158.1
Lebanon,1985,20--64,422,1277.6
Lebanon,1990,20--64,422,1345.8
Lebanon,1995,20--64,422,1580.5
Lebanon,2000,20--64,422,1765.8
Lebanon,2005,20--64,422,2174.5
Lebanon,2010,20--64,422,2500.2
Lebanon,2015,20--64,422,3413.7
Lesotho,1970,20--64,426,423.7
Lesotho,1975,20--64,426,465.2
Lesotho,1980,20--64,426,532.1
Lesotho,1985,20--64,426,593.2
Lesotho,1990,20--64,426,650.5
Lesotho,1995,20--64,426,741.3
Lesotho,2000,20--64,426,788.5
Lesotho,2005,20--64,426,841.2
Lesotho,2010,20--64,426,923.7
Lesotho,2015,20--64,426,1052.7
Liberia,1970,20--64,430,626.9
Liberia,1975,20--64,430,703.2
Liberia,1980,20--64,430,801.4
Liberia,1985,20--64,430,915.7
Liberia,1990,20--64,430,873.3
Liberia,1995,20--64,430,876.5
Liberia,2000,20--64,430,1236.6
Liberia,2005,20--64,430,1411.6
Liberia,2010,20--64,430,1721.6
Liberia,2015,20--64,430,1980.8
Libyan Arab Jamahiriya,1970,20--64,434,886.8
Libyan Arab Jamahiriya,1975,20--64,434,1059.9
Libyan Arab Jamahiriya,1980,20--64,434,1274.2
Libyan Arab Jamahiriya,1985,20--64,434,1602.1
Libyan Arab Jamahiriya,1990,20--64,434,1924.2
Libyan Arab Jamahiriya,1995,20--64,434,2327.9
Libyan Arab Jamahiriya,2000,20--64,434,2725.2
Libyan Arab Jamahiriya,2005,20--64,434,3177.3
Libyan Arab Jamahiriya,2010,20--64,434,3558.9
Libyan Arab Jamahiriya,2015,20--64,434,3645.8
Lithuania,1970,20--64,440,1731.3
Lithuania,1975,20--64,440,1811.4
Lithuania,1980,20--64,440,1949.8
Lithuania,1985,20--64,440,2105.6
Lithuania,1990,20--64,440,2184.9
Lithuania,1995,20--64,440,2138.6
Lithuania,2000,20--64,440,2052.8
Lithuania,2005,20--64,440,1985.9
Lithuania,2010,20--64,440,1888.9
Lithuania,2015,20--64,440,1786.7
Luxembourg,1970,20--64,442,197.4
Luxembourg,1975,20--64,442,207.4
Luxembourg,1980,20--64,442,218.1
Luxembourg,1985,20--64,442,229.1
Luxembourg,1990,20--64,442,242.2
Luxembourg,1995,20--64,442,253.9
Luxembourg,2000,20--64,442,267.9
Luxembourg,2005,20--64,442,279.8
Luxembourg,2010,20--64,442,317
Luxembourg,2015,20--64,442,360.8
Macao Special Administrative Region of China,1970,20--64,446,103.5
Macao Special Administrative Region of China,1975,20--64,446,119.7
Macao Special Administrative Region of China,1980,20--64,446,136.9
Macao Special Administrative Region of China,1985,20--64,446,173.6
Macao Special Administrative Region of China,1990,20--64,446,219.8
Macao Special Administrative Region of China,1995,20--64,446,242.4
Macao Special Administrative Region of China,2000,20--64,446,267.5
Macao Special Administrative Region of China,2005,20--64,446,315.9
Macao Special Administrative Region of China,2010,20--64,446,389.7
Macao Special Administrative Region of China,2015,20--64,446,443.2
Madagascar,1970,20--64,450,2686.8
Madagascar,1975,20--64,450,3029.3
Madagascar,1980,20--64,450,3488.8
Madagascar,1985,20--64,450,4060.4
Madagascar,1990,20--64,450,4723.1
Madagascar,1995,20--64,450,5554.9
Madagascar,2000,20--64,450,6563.2
Madagascar,2005,20--64,450,7626.8
Madagascar,2010,20--64,450,9025.1
Madagascar,2015,20--64,450,10752.2
Malawi,1970,20--64,454,1925.4
Malawi,1975,20--64,454,2164.5
Malawi,1980,20--64,454,2468.9
Malawi,1985,20--64,454,2840.5
Malawi,1990,20--64,454,3850.1
Malawi,1995,20--64,454,3905.7
Malawi,2000,20--64,454,4402.9
Malawi,2005,20--64,454,4959.6
Malawi,2010,20--64,454,5811
Malawi,2015,20--64,454,7215.1
Malaysia,1970,20--64,458,4469.8
Malaysia,1975,20--64,458,5282.9
Malaysia,1980,20--64,458,6284.1
Malaysia,1985,20--64,458,7447
Malaysia,1990,20--64,458,8968
Malaysia,1995,20--64,458,10518.1
Malaysia,2000,20--64,458,12402.6
Malaysia,2005,20--64,458,14146.6
Malaysia,2010,20--64,458,16059
Malaysia,2015,20--64,458,18355.5
Maldives,1970,20--64,462,50.3
Maldives,1975,20--64,462,57
Maldives,1980,20--64,462,65.2
Maldives,1985,20--64,462,76.7
Maldives,1990,20--64,462,88
Maldives,1995,20--64,462,101.9
Maldives,2000,20--64,462,120.1
Maldives,2005,20--64,462,148.2
Maldives,2010,20--64,462,214.9
Maldives,2015,20--64,462,272
Mali,1970,20--64,466,2671.9
Mali,1975,20--64,466,2855
Mali,1980,20--64,466,3019.1
Mali,1985,20--64,466,3208.1
Mali,1990,20--64,466,3283.8
Mali,1995,20--64,466,3730.1
Mali,2000,20--64,466,4326.7
Mali,2005,20--64,466,5126.9
Mali,2010,20--64,466,6016
Mali,2015,20--64,466,6815.2
Malta,1970,20--64,470,154.4
Malta,1975,20--64,470,167.8
Malta,1980,20--64,470,183.6
Malta,1985,20--64,470,200.6
Malta,1990,20--64,470,209
Malta,1995,20--64,470,219
Malta,2000,20--64,470,233.3
Malta,2005,20--64,470,240.9
Malta,2010,20--64,470,251.3
Malta,2015,20--64,470,263.4
Martinique,1970,20--64,474,139.4
Martinique,1975,20--64,474,135.3
Martinique,1980,20--64,474,158.5
Martinique,1985,20--64,474,178.1
Martinique,1990,20--64,474,200.1
Martinique,1995,20--64,474,209.5
Martinique,2000,20--64,474,226.8
Martinique,2005,20--64,474,227.4
Martinique,2010,20--64,474,230
Martinique,2015,20--64,474,222.7
Mauritania,1970,20--64,478,475.8
Mauritania,1975,20--64,478,542.4
Mauritania,1980,20--64,478,628.5
Mauritania,1985,20--64,478,729.4
Mauritania,1990,20--64,478,838.4
Mauritania,1995,20--64,478,969.5
Mauritania,2000,20--64,478,1161.8
Mauritania,2005,20--64,478,1379.9
Mauritania,2010,20--64,478,1631.9
Mauritania,2015,20--64,478,1939.6
Mauritius,1970,20--64,480,351.8
Mauritius,1975,20--64,480,410.4
Mauritius,1980,20--64,480,477.2
Mauritius,1985,20--64,480,531.1
Mauritius,1990,20--64,480,588.5
Mauritius,1995,20--64,480,654.8
Mauritius,2000,20--64,480,705
Mauritius,2005,20--64,480,743.3
Mauritius,2010,20--64,480,773.9
Mauritius,2015,20--64,480,795.4
Mayotte,1970,20--64,175,14.2
Mayotte,1975,20--64,175,16.8
Mayotte,1980,20--64,175,20.1
Mayotte,1985,20--64,175,26.7
Mayotte,1990,20--64,175,36.3
Mayotte,1995,20--64,175,49.5
Mayotte,2000,20--64,175,62.7
Mayotte,2005,20--64,175,76.5
Mayotte,2010,20--64,175,91.1
Mayotte,2015,20--64,175,106
Mexico,1970,20--64,484,20247.2
Mexico,1975,20--64,484,23757.7
Mexico,1980,20--64,484,27805.3
Mexico,1985,20--64,484,32508
Mexico,1990,20--64,484,38170.3
Mexico,1995,20--64,484,45333.3
Mexico,2000,20--64,484,51765.3
Mexico,2005,20--64,484,57480.8
Mexico,2010,20--64,484,64598
Mexico,2015,20--64,484,71388.7
Micronesia (Federated States of),1970,20--64,583,24.1
Micronesia (Federated States of),1975,20--64,583,23.4
Micronesia (Federated States of),1980,20--64,583,28.1
Micronesia (Federated States of),1985,20--64,583,33.6
Micronesia (Federated States of),1990,20--64,583,39.4
Micronesia (Federated States of),1995,20--64,583,44.4
Micronesia (Federated States of),2000,20--64,583,46.7
Micronesia (Federated States of),2005,20--64,583,47.5
Micronesia (Federated States of),2010,20--64,583,48.3
Micronesia (Federated States of),2015,20--64,583,51.3
Mongolia,1970,20--64,496,539.1
Mongolia,1975,20--64,496,595.9
Mongolia,1980,20--64,496,683.4
Mongolia,1985,20--64,496,813.6
Mongolia,1990,20--64,496,966.2
Mongolia,1995,20--64,496,1074.7
Mongolia,2000,20--64,496,1205.7
Mongolia,2005,20--64,496,1382.7
Mongolia,2010,20--64,496,1602.9
Mongolia,2015,20--64,496,1775.7
Montenegro,1970,20--64,499,256.6
Montenegro,1975,20--64,499,286.8
Montenegro,1980,20--64,499,316
Montenegro,1985,20--64,499,354.7
Montenegro,1990,20--64,499,355.5
Montenegro,1995,20--64,499,366.1
Montenegro,2000,20--64,499,361.6
Montenegro,2005,20--64,499,365.3
Montenegro,2010,20--64,499,375.8
Montenegro,2015,20--64,499,383.2
Morocco,1970,20--64,504,6163.1
Morocco,1975,20--64,504,6946.8
Morocco,1980,20--64,504,8275.7
Morocco,1985,20--64,504,9837.1
Morocco,1990,20--64,504,11371.3
Morocco,1995,20--64,504,12857
Morocco,2000,20--64,504,14437.7
Morocco,2005,20--64,504,16191.8
Morocco,2010,20--64,504,17995.4
Morocco,2015,20--64,504,19991
Mozambique,1970,20--64,508,4045.5
Mozambique,1975,20--64,508,4481.5
Mozambique,1980,20--64,508,5108
Mozambique,1985,20--64,508,5446.3
Mozambique,1990,20--64,508,5141.9
Mozambique,1995,20--64,508,6597.9
Mozambique,2000,20--64,508,7537.2
Mozambique,2005,20--64,508,8643.2
Mozambique,2010,20--64,508,9842.4
Mozambique,2015,20--64,508,11443.2
Myanmar,1970,20--64,104,11779.6
Myanmar,1975,20--64,104,13406.9
Myanmar,1980,20--64,104,15326
Myanmar,1985,20--64,104,17455.6
Myanmar,1990,20--64,104,19882.9
Myanmar,1995,20--64,104,22171.2
Myanmar,2000,20--64,104,24896.9
Myanmar,2005,20--64,104,27287.4
Myanmar,2010,20--64,104,29006.7
Myanmar,2015,20--64,104,30162.9
Namibia,1970,20--64,516,336.6
Namibia,1975,20--64,516,381.7
Namibia,1980,20--64,516,401.9
Namibia,1985,20--64,516,445.8
Namibia,1990,20--64,516,590.8
Namibia,1995,20--64,516,720.8
Namibia,2000,20--64,516,865.5
Namibia,2005,20--64,516,926.7
Namibia,2010,20--64,516,1028.8
Namibia,2015,20--64,516,1176.5
Nepal,1970,20--64,524,5444.1
Nepal,1975,20--64,524,6072
Nepal,1980,20--64,524,6736.7
Nepal,1985,20--64,524,7442.9
Nepal,1990,20--64,524,8203.3
Nepal,1995,20--64,524,9447.2
Nepal,2000,20--64,524,10608.6
Nepal,2005,20--64,524,11614.8
Nepal,2010,20--64,524,12646.1
Nepal,2015,20--64,524,14508.7
Netherlands,1970,20--64,528,6993.5
Netherlands,1975,20--64,528,7501.9
Netherlands,1980,20--64,528,8063.8
Netherlands,1985,20--64,528,8677.9
Netherlands,1990,20--64,528,9238.4
Netherlands,1995,20--64,528,9681.5
Netherlands,2000,20--64,528,9884.3
Netherlands,2005,20--64,528,10072.7
Netherlands,2010,20--64,528,10152.2
Netherlands,2015,20--64,528,10055.2
New Caledonia,1970,20--64,540,51.6
New Caledonia,1975,20--64,540,62.7
New Caledonia,1980,20--64,540,70.1
New Caledonia,1985,20--64,540,77.7
New Caledonia,1990,20--64,540,87.8
New Caledonia,1995,20--64,540,104.6
New Caledonia,2000,20--64,540,118.4
New Caledonia,2005,20--64,540,132.2
New Caledonia,2010,20--64,540,144.2
New Caledonia,2015,20--64,540,160.4
New Zealand,1970,20--64,554,1423.3
New Zealand,1975,20--64,554,1592.6
New Zealand,1980,20--64,554,1671.3
New Zealand,1985,20--64,554,1823.4
New Zealand,1990,20--64,554,1937.8
New Zealand,1995,20--64,554,2133.8
New Zealand,2000,20--64,554,2250.1
New Zealand,2005,20--64,554,2440.4
New Zealand,2010,20--64,554,2583.3
New Zealand,2015,20--64,554,2698.2
Nicaragua,1970,20--64,558,913.8
Nicaragua,1975,20--64,558,1083.7
Nicaragua,1980,20--64,558,1285.4
Nicaragua,1985,20--64,558,1467.2
Nicaragua,1990,20--64,558,1658.5
Nicaragua,1995,20--64,558,1929.9
Nicaragua,2000,20--64,558,2243.7
Nicaragua,2005,20--64,558,2592.3
Nicaragua,2010,20--64,558,2964.9
Nicaragua,2015,20--64,558,3342
Niger,1970,20--64,562,1777.1
Niger,1975,20--64,562,2061.9
Niger,1980,20--64,562,2431.7
Niger,1985,20--64,562,2712.1
Niger,1990,20--64,562,3196.3
Niger,1995,20--64,562,3719
Niger,2000,20--64,562,4496.3
Niger,2005,20--64,562,5237.4
Niger,2010,20--64,562,6137.8
Niger,2015,20--64,562,7346.6
Nigeria,1970,20--64,566,25084
Nigeria,1975,20--64,566,27845
Nigeria,1980,20--64,566,31858.9
Nigeria,1985,20--64,566,35471.6
Nigeria,1990,20--64,566,40033.2
Nigeria,1995,20--64,566,45720.5
Nigeria,2000,20--64,566,52574.2
Nigeria,2005,20--64,566,60221
Nigeria,2010,20--64,566,68674.5
Nigeria,2015,20--64,566,77647.1
Norway,1970,20--64,578,2126.3
Norway,1975,20--64,578,2196.7
