Area,Year,Age,Education,ISOCode,Distribution
Mongolia,2015,15+,Post Secondary,496,23.9
Montenegro,2015,15+,Post Secondary,499,18.7
Morocco,2015,15+,Post Secondary,504,7.9
Mozambique,2015,15+,Post Secondary,508,0.6
Myanmar,2015,15+,Post Secondary,104,9.6
Namibia,2015,15+,Post Secondary,516,7.1
Nepal,2015,15+,Post Secondary,524,3.4
Netherlands,2015,15+,Post Secondary,528,27.4
New Caledonia,2015,15+,Post Secondary,540,24.8
New Zealand,2015,15+,Post Secondary,554,40.2
Nicaragua,2015,15+,Post Secondary,558,9.6
Niger,2015,15+,Post Secondary,562,1.1
Nigeria,2015,15+,Post Secondary,566,10.4
Norway,2015,15+,Post Secondary,578,33.9
Occupied Palestinian Territory,2015,15+,Post Secondary,275,17.7
Oman,2015,15+,Post Secondary,512,18.6
Pakistan,2015,15+,Post Secondary,586,5.4
Panama,2015,15+,Post Secondary,591,19.1
Papua New Guinea,2015,15+,Post Secondary,598,5.8
Paraguay,2015,15+,Post Secondary,600,11.9
Peru,2015,15+,Post Secondary,604,21.9
Philippines,2015,15+,Post Secondary,608,15.7
Poland,2015,15+,Post Secondary,616,24.9
Portugal,2015,15+,Post Secondary,620,17.7
Puerto Rico,2015,15+,Post Secondary,630,30.6
Qatar,2015,15+,Post Secondary,634,17.3
Republic of Korea,2015,15+,Post Secondary,410,36.7
Republic of Moldova,2015,15+,Post Secondary,498,13.7
Reunion,2015,15+,Post Secondary,638,14.9
Romania,2015,15+,Post Secondary,642,21.1
Russian Federation,2015,15+,Post Secondary,643,26.2
Rwanda,2015,15+,Post Secondary,646,2
Saint Lucia,2015,15+,Post Secondary,662,16.5
Saint Vincent and the Grenadines,2015,15+,Post Secondary,670,12.6
Samoa,2015,15+,Post Secondary,882,13.1
Sao Tome and Principe,2015,15+,Post Secondary,678,1.1
Saudi Arabia,2015,15+,Post Secondary,682,26.6
Senegal,2015,15+,Post Secondary,686,3.2
Serbia,2015,15+,Post Secondary,688,18.8
Seychelles,2015,15+,Post Secondary,690,15.9
Sierra Leone,2015,15+,Post Secondary,694,3.1
Singapore,2015,15+,Post Secondary,702,50
Slovakia,2015,15+,Post Secondary,703,20.9
Slovenia,2015,15+,Post Secondary,705,20.9
Solomon Islands,2015,15+,Post Secondary,90,5.8
Somalia,2015,15+,Post Secondary,706,1.9
South Africa,2015,15+,Post Secondary,710,7
South Sudan,2015,15+,Post Secondary,728,2.2
Spain,2015,15+,Post Secondary,724,28.5
Sri Lanka,2015,15+,Post Secondary,144,19.1
Sudan,2015,15+,Post Secondary,729,7.4
Suriname,2015,15+,Post Secondary,740,6.3
Swaziland,2015,15+,Post Secondary,748,10.1
Sweden,2015,15+,Post Secondary,752,33.6
Switzerland,2015,15+,Post Secondary,756,28.6
Syrian Arab Republic,2015,15+,Post Secondary,760,11
Taiwan Province of China,2015,15+,Post Secondary,158,34
Tajikistan,2015,15+,Post Secondary,762,18.7
Thailand,2015,15+,Post Secondary,764,15.2
The former Yugoslav Republic of Macedonia,2015,15+,Post Secondary,807,12
Timor-Leste,2015,15+,Post Secondary,626,7.6
Togo,2015,15+,Post Secondary,768,4.2
Tonga,2015,15+,Post Secondary,776,12
Trinidad and Tobago,2015,15+,Post Secondary,780,23.3
Tunisia,2015,15+,Post Secondary,788,12.3
Turkey,2015,15+,Post Secondary,792,15.6
Turkmenistan,2015,15+,Post Secondary,795,12.6
Uganda,2015,15+,Post Secondary,800,3
Ukraine,2015,15+,Post Secondary,804,18.4
United Arab Emirates,2015,15+,Post Secondary,784,22.1
United Kingdom of Great Britain and Northern Ireland,2015,15+,Post Secondary,826,32.4
United Republic of Tanzania,2015,15+,Post Secondary,834,2.9
United States of America,2015,15+,Post Secondary,840,33.3
United States Virgin Islands,2015,15+,Post Secondary,850,15.2
Uruguay,2015,15+,Post Secondary,858,10.7
Uzbekistan,2015,15+,Post Secondary,860,18.3
Vanuatu,2015,15+,Post Secondary,548,3.6
Venezuela (Bolivarian Republic of),2015,15+,Post Secondary,862,19.6
Viet Nam,2015,15+,Post Secondary,704,7.7
Western Sahara,2015,15+,Post Secondary,732,3.6
World,2015,15+,Post Secondary,900,14.7
Yemen,2015,15+,Post Secondary,887,0.3
Zambia,2015,15+,Post Secondary,894,9.6
Zimbabwe,2015,15+,Post Secondary,716,7.9
Afghanistan,2015,25+,Post Secondary,4,3.6
Albania,2015,25+,Post Secondary,8,14.2
Algeria,2015,25+,Post Secondary,12,12
Angola,2015,25+,Post Secondary,24,0.4
Antigua and Barbuda,2015,25+,Post Secondary,28,18.3
Argentina,2015,25+,Post Secondary,32,18.9
Armenia,2015,25+,Post Secondary,51,26.1
Aruba,2015,25+,Post Secondary,533,25.3
Australia,2015,25+,Post Secondary,36,39.8
Austria,2015,25+,Post Secondary,40,25.1
Azerbaijan,2015,25+,Post Secondary,31,15.8
Bahamas,2015,25+,Post Secondary,44,32.7
Bahrain,2015,25+,Post Secondary,48,20.6
Bangladesh,2015,25+,Post Secondary,50,5.3
Barbados,2015,25+,Post Secondary,52,16.7
Belarus,2015,25+,Post Secondary,112,23.7
Belgium,2015,25+,Post Secondary,56,29.1
Belize,2015,25+,Post Secondary,84,16.2
Benin,2015,25+,Post Secondary,204,3.1
Bhutan,2015,25+,Post Secondary,64,7.4
Bolivia (Plurinational State of),2015,25+,Post Secondary,68,19.1
Bosnia and Herzegovina,2015,25+,Post Secondary,70,13.9
Botswana,2015,25+,Post Secondary,72,18.4
Brazil,2015,25+,Post Secondary,76,12.3
Brunei Darussalam,2015,25+,Post Secondary,96,9.5
Bulgaria,2015,25+,Post Secondary,100,27.1
Burkina Faso,2015,25+,Post Secondary,854,1.8
Burundi,2015,25+,Post Secondary,108,2.3
Cambodia,2015,25+,Post Secondary,116,2.1
Cameroon,2015,25+,Post Secondary,120,8.3
Canada,2015,25+,Post Secondary,124,62.3
Cape Verde,2015,25+,Post Secondary,132,5.3
Central African Republic,2015,25+,Post Secondary,140,2.2
Chad,2015,25+,Post Secondary,148,2.3
Channel Islands,2015,25+,Post Secondary,830,35.5
Chile,2015,25+,Post Secondary,152,16.5
China,2015,25+,Post Secondary,156,11.2
Colombia,2015,25+,Post Secondary,170,18.5
Comoros,2015,25+,Post Secondary,174,13.7
Congo,2015,25+,Post Secondary,178,7.8
Costa Rica,2015,25+,Post Secondary,188,20.6
Cote d'Ivoire,2015,25+,Post Secondary,384,5.5
Croatia,2015,25+,Post Secondary,191,20.1
Cuba,2015,25+,Post Secondary,192,11.6
Curaçao,2015,25+,Post Secondary,531,18.2
Cyprus,2015,25+,Post Secondary,196,38.9
Czech Republic,2015,25+,Post Secondary,203,20.9
Democratic People's Republic of Korea,2015,25+,Post Secondary,408,21.5
Democratic Republic of the Congo,2015,25+,Post Secondary,180,5.4
Denmark,2015,25+,Post Secondary,208,31.7
Djibouti,2015,25+,Post Secondary,262,4.1
Dominican Republic,2015,25+,Post Secondary,214,17.3
Ecuador,2015,25+,Post Secondary,218,17.8
Egypt,2015,25+,Post Secondary,818,22.3
El Salvador,2015,25+,Post Secondary,222,12.1
Equatorial Guinea,2015,25+,Post Secondary,226,5.8
Eritrea,2015,25+,Post Secondary,232,4.2
Estonia,2015,25+,Post Secondary,233,45.5
Ethiopia,2015,25+,Post Secondary,231,1.8
Fiji,2015,25+,Post Secondary,242,19.3
Finland,2015,25+,Post Secondary,246,38.1
France,2015,25+,Post Secondary,250,30.4
French Guiana,2015,25+,Post Secondary,254,16.7
French Polynesia,2015,25+,Post Secondary,258,21.3
Gabon,2015,25+,Post Secondary,266,12.1
Gambia,2015,25+,Post Secondary,270,4.7
Georgia,2015,25+,Post Secondary,268,45.3
Germany,2015,25+,Post Secondary,276,32.7
Ghana,2015,25+,Post Secondary,288,6.5
Greece,2015,25+,Post Secondary,300,30.4
Grenada,2015,25+,Post Secondary,308,18.9
Guadeloupe,2015,25+,Post Secondary,312,16.3
Guam,2015,25+,Post Secondary,316,18
Guatemala,2015,25+,Post Secondary,320,7
Guinea,2015,25+,Post Secondary,324,6.8
Guinea-Bissau,2015,25+,Post Secondary,624,1.8
Guyana,2015,25+,Post Secondary,328,10.8
Haiti,2015,25+,Post Secondary,332,1.5
Honduras,2015,25+,Post Secondary,340,4.9
Hong Kong Special Administrative Region of China,2015,25+,Post Secondary,344,28.8
Hungary,2015,25+,Post Secondary,348,25.7
Iceland,2015,25+,Post Secondary,352,36.2
India,2015,25+,Post Secondary,356,11.7
Indonesia,2015,25+,Post Secondary,360,9.3
Iran (Islamic Republic of),2015,25+,Post Secondary,364,16.2
Iraq,2015,25+,Post Secondary,368,17.1
Ireland,2015,25+,Post Secondary,372,47.1
Israel,2015,25+,Post Secondary,376,35.4
Italy,2015,25+,Post Secondary,380,15.6
Jamaica,2015,25+,Post Secondary,388,17.4
Japan,2015,25+,Post Secondary,392,38.3
Jordan,2015,25+,Post Secondary,400,27.4
Kazakhstan,2015,25+,Post Secondary,398,24.2
Kenya,2015,25+,Post Secondary,404,8.8
Kiribati,2015,25+,Post Secondary,296,3.3
Kuwait,2015,25+,Post Secondary,414,15.7
Kyrgyzstan,2015,25+,Post Secondary,417,16.7
Lao People's Democratic Republic,2015,25+,Post Secondary,418,12.8
Latvia,2015,25+,Post Secondary,428,27.8
Lebanon,2015,25+,Post Secondary,422,21
Lesotho,2015,25+,Post Secondary,426,7.7
Liberia,2015,25+,Post Secondary,430,2.4
Libyan Arab Jamahiriya,2015,25+,Post Secondary,434,15.6
Lithuania,2015,25+,Post Secondary,440,55.6
Luxembourg,2015,25+,Post Secondary,442,32.2
Macao Special Administrative Region of China,2015,25+,Post Secondary,446,24.8
Madagascar,2015,25+,Post Secondary,450,2.5
Malawi,2015,25+,Post Secondary,454,1.6
Malaysia,2015,25+,Post Secondary,458,16.4
Maldives,2015,25+,Post Secondary,462,7.3
Mali,2015,25+,Post Secondary,466,2.6
Malta,2015,25+,Post Secondary,470,23
Martinique,2015,25+,Post Secondary,474,18.6
Mauritania,2015,25+,Post Secondary,478,4.1
Mauritius,2015,25+,Post Secondary,480,6.2
Mayotte,2015,25+,Post Secondary,175,18.7
Mexico,2015,25+,Post Secondary,484,16
Micronesia (Federated States of),2015,25+,Post Secondary,583,12
Mongolia,2015,25+,Post Secondary,496,26.7
Montenegro,2015,25+,Post Secondary,499,20.8
Morocco,2015,25+,Post Secondary,504,8.3
Mozambique,2015,25+,Post Secondary,508,0.8
Myanmar,2015,25+,Post Secondary,104,8.8
Namibia,2015,25+,Post Secondary,516,8.9
Nepal,2015,25+,Post Secondary,524,4.2
Netherlands,2015,25+,Post Secondary,528,30.4
New Caledonia,2015,25+,Post Secondary,540,26.3
New Zealand,2015,25+,Post Secondary,554,42.7
Nicaragua,2015,25+,Post Secondary,558,11
Niger,2015,25+,Post Secondary,562,1.4
Nigeria,2015,25+,Post Secondary,566,12.4
Norway,2015,25+,Post Secondary,578,37.2
Occupied Palestinian Territory,2015,25+,Post Secondary,275,23
Oman,2015,25+,Post Secondary,512,20
Pakistan,2015,25+,Post Secondary,586,6.1
Panama,2015,25+,Post Secondary,591,22.2
Papua New Guinea,2015,25+,Post Secondary,598,6.9
Paraguay,2015,25+,Post Secondary,600,14.2
Peru,2015,25+,Post Secondary,604,26.1
Philippines,2015,25+,Post Secondary,608,18.1
Poland,2015,25+,Post Secondary,616,26.9
Portugal,2015,25+,Post Secondary,620,18.7
Puerto Rico,2015,25+,Post Secondary,630,34.6
Qatar,2015,25+,Post Secondary,634,18.6
Republic of Korea,2015,25+,Post Secondary,410,40
Republic of Moldova,2015,25+,Post Secondary,498,14.9
Reunion,2015,25+,Post Secondary,638,15.9
Romania,2015,25+,Post Secondary,642,22.8
Russian Federation,2015,25+,Post Secondary,643,28
Rwanda,2015,25+,Post Secondary,646,2.2
Saint Lucia,2015,25+,Post Secondary,662,17.9
Saint Vincent and the Grenadines,2015,25+,Post Secondary,670,14
Samoa,2015,25+,Post Secondary,882,16
Sao Tome and Principe,2015,25+,Post Secondary,678,1.4
Saudi Arabia,2015,25+,Post Secondary,682,29.8
Senegal,2015,25+,Post Secondary,686,4
Serbia,2015,25+,Post Secondary,688,20.9
Seychelles,2015,25+,Post Secondary,690,16.9
Sierra Leone,2015,25+,Post Secondary,694,4
Singapore,2015,25+,Post Secondary,702,52
Slovakia,2015,25+,Post Secondary,703,22.7
Slovenia,2015,25+,Post Secondary,705,22.3
Solomon Islands,2015,25+,Post Secondary,90,6.9
Somalia,2015,25+,Post Secondary,706,2.3
South Africa,2015,25+,Post Secondary,710,8.4
South Sudan,2015,25+,Post Secondary,728,2.6
Spain,2015,25+,Post Secondary,724,30.2
Sri Lanka,2015,25+,Post Secondary,144,20.6
Sudan,2015,25+,Post Secondary,729,8.1
Suriname,2015,25+,Post Secondary,740,7
Swaziland,2015,25+,Post Secondary,748,13.2
Sweden,2015,25+,Post Secondary,752,36.1
Switzerland,2015,25+,Post Secondary,756,31.2
Syrian Arab Republic,2015,25+,Post Secondary,760,13.5
Taiwan Province of China,2015,25+,Post Secondary,158,36.5
Tajikistan,2015,25+,Post Secondary,762,22.9
Thailand,2015,25+,Post Secondary,764,16.1
The former Yugoslav Republic of Macedonia,2015,25+,Post Secondary,807,13
Timor-Leste,2015,25+,Post Secondary,626,8.7
Togo,2015,25+,Post Secondary,768,4.3
Tonga,2015,25+,Post Secondary,776,14.5
Trinidad and Tobago,2015,25+,Post Secondary,780,24.1
Tunisia,2015,25+,Post Secondary,788,13
Turkey,2015,25+,Post Secondary,792,17.5
Turkmenistan,2015,25+,Post Secondary,795,15.1
Uganda,2015,25+,Post Secondary,800,4
Ukraine,2015,25+,Post Secondary,804,19.8
United Arab Emirates,2015,25+,Post Secondary,784,23.5
United Kingdom of Great Britain and Northern Ireland,2015,25+,Post Secondary,826,35.4
United Republic of Tanzania,2015,25+,Post Secondary,834,3.6
United States of America,2015,25+,Post Secondary,840,37.4
United States Virgin Islands,2015,25+,Post Secondary,850,15.9
Uruguay,2015,25+,Post Secondary,858,12.6
Uzbekistan,2015,25+,Post Secondary,860,21.5
Vanuatu,2015,25+,Post Secondary,548,4.3
Venezuela (Bolivarian Republic of),2015,25+,Post Secondary,862,21
Viet Nam,2015,25+,Post Secondary,704,8.1
Western Sahara,2015,25+,Post Secondary,732,4.2
World,2015,25+,Post Secondary,900,16.5
Yemen,2015,25+,Post Secondary,887,0.3
Zambia,2015,25+,Post Secondary,894,13.1
Zimbabwe,2015,25+,Post Secondary,716,10.7
Afghanistan,2015,20--64,Post Secondary,4,3.5
Albania,2015,20--64,Post Secondary,8,15.8
Algeria,2015,20--64,Post Secondary,12,13.7
Angola,2015,20--64,Post Secondary,24,0.4
Antigua and Barbuda,2015,20--64,Post Secondary,28,19.7
Argentina,2015,20--64,Post Secondary,32,20.8
Armenia,2015,20--64,Post Secondary,51,26.8
Aruba,2015,20--64,Post Secondary,533,26.4
Australia,2015,20--64,Post Secondary,36,42.5
Austria,2015,20--64,Post Secondary,40,29.4
Azerbaijan,2015,20--64,Post Secondary,31,15.8
Bahamas,2015,20--64,Post Secondary,44,33.5
Bahrain,2015,20--64,Post Secondary,48,20.1
Bangladesh,2015,20--64,Post Secondary,50,5.4
Barbados,2015,20--64,Post Secondary,52,19.2
Belarus,2015,20--64,Post Secondary,112,25.3
Belgium,2015,20--64,Post Secondary,56,31.9
Belize,2015,20--64,Post Secondary,84,16.6
Benin,2015,20--64,Post Secondary,204,3.1
Bhutan,2015,20--64,Post Secondary,64,8.2
Bolivia (Plurinational State of),2015,20--64,Post Secondary,68,19.4
Bosnia and Herzegovina,2015,20--64,Post Secondary,70,15.6
Botswana,2015,20--64,Post Secondary,72,19
Brazil,2015,20--64,Post Secondary,76,12.5
Brunei Darussalam,2015,20--64,Post Secondary,96,10
Bulgaria,2015,20--64,Post Secondary,100,28.4
Burkina Faso,2015,20--64,Post Secondary,854,1.7
Burundi,2015,20--64,Post Secondary,108,2.2
Cambodia,2015,20--64,Post Secondary,116,2.6
Cameroon,2015,20--64,Post Secondary,120,8.6
Canada,2015,20--64,Post Secondary,124,64.1
Cape Verde,2015,20--64,Post Secondary,132,5.5
Central African Republic,2015,20--64,Post Secondary,140,2.4
Chad,2015,20--64,Post Secondary,148,2.2
Channel Islands,2015,20--64,Post Secondary,830,38.2
Chile,2015,20--64,Post Secondary,152,17.7
China,2015,20--64,Post Secondary,156,13.7
Colombia,2015,20--64,Post Secondary,170,19.7
Comoros,2015,20--64,Post Secondary,174,13.5
Congo,2015,20--64,Post Secondary,178,7.6
Costa Rica,2015,20--64,Post Secondary,188,21.1
Cote d'Ivoire,2015,20--64,Post Secondary,384,5.5
Croatia,2015,20--64,Post Secondary,191,21.4
Cuba,2015,20--64,Post Secondary,192,12.2
Curaçao,2015,20--64,Post Secondary,531,18.9
Cyprus,2015,20--64,Post Secondary,196,42.1
Czech Republic,2015,20--64,Post Secondary,203,22.4
Democratic People's Republic of Korea,2015,20--64,Post Secondary,408,22.2
Democratic Republic of the Congo,2015,20--64,Post Secondary,180,5.5
Denmark,2015,20--64,Post Secondary,208,33.2
Djibouti,2015,20--64,Post Secondary,262,4.5
Dominican Republic,2015,20--64,Post Secondary,214,18.9
Ecuador,2015,20--64,Post Secondary,218,19.4
Egypt,2015,20--64,Post Secondary,818,23.6
El Salvador,2015,20--64,Post Secondary,222,12.8
Equatorial Guinea,2015,20--64,Post Secondary,226,5.8
Eritrea,2015,20--64,Post Secondary,232,4.6
Estonia,2015,20--64,Post Secondary,233,45.9
Ethiopia,2015,20--64,Post Secondary,231,1.8
Fiji,2015,20--64,Post Secondary,242,20.6
Finland,2015,20--64,Post Secondary,246,39.6
France,2015,20--64,Post Secondary,250,35.6
French Guiana,2015,20--64,Post Secondary,254,16.6
French Polynesia,2015,20--64,Post Secondary,258,21.9
Gabon,2015,20--64,Post Secondary,266,11.6
Gambia,2015,20--64,Post Secondary,270,4.9
Georgia,2015,20--64,Post Secondary,268,46.6
Germany,2015,20--64,Post Secondary,276,35.8
Ghana,2015,20--64,Post Secondary,288,6.2
Greece,2015,20--64,Post Secondary,300,35.8
Grenada,2015,20--64,Post Secondary,308,20.5
Guadeloupe,2015,20--64,Post Secondary,312,19.1
Guam,2015,20--64,Post Secondary,316,19.9
Guatemala,2015,20--64,Post Secondary,320,7.2
Guinea,2015,20--64,Post Secondary,324,6.6
Guinea-Bissau,2015,20--64,Post Secondary,624,1.6
Guyana,2015,20--64,Post Secondary,328,10.8
Haiti,2015,20--64,Post Secondary,332,1.6
Honduras,2015,20--64,Post Secondary,340,5.2
Hong Kong Special Administrative Region of China,2015,20--64,Post Secondary,344,33.8
Hungary,2015,20--64,Post Secondary,348,29.1
Iceland,2015,20--64,Post Secondary,352,36.4
India,2015,20--64,Post Secondary,356,12.6
Indonesia,2015,20--64,Post Secondary,360,9.9
Iran (Islamic Republic of),2015,20--64,Post Secondary,364,16.9
Iraq,2015,20--64,Post Secondary,368,16.4
Ireland,2015,20--64,Post Secondary,372,52.4
Israel,2015,20--64,Post Secondary,376,34.3
Italy,2015,20--64,Post Secondary,380,18.8
Jamaica,2015,20--64,Post Secondary,388,18.7
Japan,2015,20--64,Post Secondary,392,48.5
Jordan,2015,20--64,Post Secondary,400,25.6
Kazakhstan,2015,20--64,Post Secondary,398,25.3
Kenya,2015,20--64,Post Secondary,404,8.7
Kiribati,2015,20--64,Post Secondary,296,3.2
Kuwait,2015,20--64,Post Secondary,414,15
Kyrgyzstan,2015,20--64,Post Secondary,417,15.6
Lao People's Democratic Republic,2015,20--64,Post Secondary,418,13.3
Latvia,2015,20--64,Post Secondary,428,29.6
Lebanon,2015,20--64,Post Secondary,422,23.5
Lesotho,2015,20--64,Post Secondary,426,8
Liberia,2015,20--64,Post Secondary,430,2.2
Libyan Arab Jamahiriya,2015,20--64,Post Secondary,434,16.7
Lithuania,2015,20--64,Post Secondary,440,56.7
Luxembourg,2015,20--64,Post Secondary,442,34.2
Macao Special Administrative Region of China,2015,20--64,Post Secondary,446,27.8
Madagascar,2015,20--64,Post Secondary,450,2.5
Malawi,2015,20--64,Post Secondary,454,1.7
Malaysia,2015,20--64,Post Secondary,458,18.9
Maldives,2015,20--64,Post Secondary,462,7.8
Mali,2015,20--64,Post Secondary,466,2.9
Malta,2015,20--64,Post Secondary,470,27.1
Martinique,2015,20--64,Post Secondary,474,21.7
Mauritania,2015,20--64,Post Secondary,478,4.1
Mauritius,2015,20--64,Post Secondary,480,6.8
Mayotte,2015,20--64,Post Secondary,175,19.5
Mexico,2015,20--64,Post Secondary,484,16.7
Micronesia (Federated States of),2015,20--64,Post Secondary,583,11.7
Mongolia,2015,20--64,Post Secondary,496,27.3
Montenegro,2015,20--64,Post Secondary,499,21.3
Morocco,2015,20--64,Post Secondary,504,9.7
Mozambique,2015,20--64,Post Secondary,508,0.8
Myanmar,2015,20--64,Post Secondary,104,10.4
Namibia,2015,20--64,Post Secondary,516,8.6
Nepal,2015,20--64,Post Secondary,524,4.3
Netherlands,2015,20--64,Post Secondary,528,33.4
New Caledonia,2015,20--64,Post Secondary,540,28.8
New Zealand,2015,20--64,Post Secondary,554,45.6
Nicaragua,2015,20--64,Post Secondary,558,11.7
Niger,2015,20--64,Post Secondary,562,1.4
Nigeria,2015,20--64,Post Secondary,566,12.5
Norway,2015,20--64,Post Secondary,578,40.5
Occupied Palestinian Territory,2015,20--64,Post Secondary,275,22.4
Oman,2015,20--64,Post Secondary,512,20.4
Pakistan,2015,20--64,Post Secondary,586,6.7
Panama,2015,20--64,Post Secondary,591,23.2
Papua New Guinea,2015,20--64,Post Secondary,598,7
Paraguay,2015,20--64,Post Secondary,600,14.7
Peru,2015,20--64,Post Secondary,604,25.8
Philippines,2015,20--64,Post Secondary,608,19
Poland,2015,20--64,Post Secondary,616,29.6
Portugal,2015,20--64,Post Secondary,620,23
Puerto Rico,2015,20--64,Post Secondary,630,37.4
Qatar,2015,20--64,Post Secondary,634,17.8
Republic of Korea,2015,20--64,Post Secondary,410,45.4
Republic of Moldova,2015,20--64,Post Secondary,498,15.3
Reunion,2015,20--64,Post Secondary,638,17.5
Romania,2015,20--64,Post Secondary,642,24.9
Russian Federation,2015,20--64,Post Secondary,643,29.7
Rwanda,2015,20--64,Post Secondary,646,2.5
Saint Lucia,2015,20--64,Post Secondary,662,19.8
Saint Vincent and the Grenadines,2015,20--64,Post Secondary,670,14.5
Samoa,2015,20--64,Post Secondary,882,16.1
Sao Tome and Principe,2015,20--64,Post Secondary,678,1.4
Saudi Arabia,2015,20--64,Post Secondary,682,30.5
Senegal,2015,20--64,Post Secondary,686,4
Serbia,2015,20--64,Post Secondary,688,21.4
Seychelles,2015,20--64,Post Secondary,690,18.1
Sierra Leone,2015,20--64,Post Secondary,694,3.8
Singapore,2015,20--64,Post Secondary,702,60.2
Slovakia,2015,20--64,Post Secondary,703,24.1
Slovenia,2015,20--64,Post Secondary,705,24.4
Solomon Islands,2015,20--64,Post Secondary,90,7
Somalia,2015,20--64,Post Secondary,706,2.4
South Africa,2015,20--64,Post Secondary,710,8.1
South Sudan,2015,20--64,Post Secondary,728,2.7
Spain,2015,20--64,Post Secondary,724,35.5
Sri Lanka,2015,20--64,Post Secondary,144,23
Sudan,2015,20--64,Post Secondary,729,9.1
Suriname,2015,20--64,Post Secondary,740,7.3
Swaziland,2015,20--64,Post Secondary,748,12.8
Sweden,2015,20--64,Post Secondary,752,40
Switzerland,2015,20--64,Post Secondary,756,34
Syrian Arab Republic,2015,20--64,Post Secondary,760,14.1
Taiwan Province of China,2015,20--64,Post Secondary,158,41.5
Tajikistan,2015,20--64,Post Secondary,762,22.3
Thailand,2015,20--64,Post Secondary,764,18.5
The former Yugoslav Republic of Macedonia,2015,20--64,Post Secondary,807,13.3
Timor-Leste,2015,20--64,Post Secondary,626,10.4
Togo,2015,20--64,Post Secondary,768,4.8
Tonga,2015,20--64,Post Secondary,776,15.1
Trinidad and Tobago,2015,20--64,Post Secondary,780,26.2
Tunisia,2015,20--64,Post Secondary,788,15
Turkey,2015,20--64,Post Secondary,792,19.3
Turkmenistan,2015,20--64,Post Secondary,795,14.3
Uganda,2015,20--64,Post Secondary,800,4
Ukraine,2015,20--64,Post Secondary,804,20.5
United Arab Emirates,2015,20--64,Post Secondary,784,23
United Kingdom of Great Britain and Northern Ireland,2015,20--64,Post Secondary,826,38.4
United Republic of Tanzania,2015,20--64,Post Secondary,834,3.7
United States of America,2015,20--64,Post Secondary,840,37.9
United States Virgin Islands,2015,20--64,Post Secondary,850,18.7
Uruguay,2015,20--64,Post Secondary,858,12.5
Uzbekistan,2015,20--64,Post Secondary,860,21.2
Vanuatu,2015,20--64,Post Secondary,548,4.3
Venezuela (Bolivarian Republic of),2015,20--64,Post Secondary,862,22.8
Viet Nam,2015,20--64,Post Secondary,704,8.9
Western Sahara,2015,20--64,Post Secondary,732,4.2
World,2015,20--64,Post Secondary,900,17.2
Yemen,2015,20--64,Post Secondary,887,0.4
Zambia,2015,20--64,Post Secondary,894,12.1
Zimbabwe,2015,20--64,Post Secondary,716,9.9
Argentina,2015,15+,Short Post Secondary,32,9.3
Australia,2015,15+,Short Post Secondary,36,12.2
Austria,2015,15+,Short Post Secondary,40,14.6
Bahrain,2015,15+,Short Post Secondary,48,9.8
Belgium,2015,15+,Short Post Secondary,56,18.2
Belize,2015,15+,Short Post Secondary,84,8.6
Bolivia (Plurinational State of),2015,15+,Short Post Secondary,68,4.2
Bosnia and Herzegovina,2015,15+,Short Post Secondary,70,4.4
Botswana,2015,15+,Short Post Secondary,72,9.8
Brazil,2015,15+,Short Post Secondary,76,0
Bulgaria,2015,15+,Short Post Secondary,100,1.5
Canada,2015,15+,Short Post Secondary,124,34.1
China,2015,15+,Short Post Secondary,156,7.4
Colombia,2015,15+,Short Post Secondary,170,5
Croatia,2015,15+,Short Post Secondary,191,6.4
Czech Republic,2015,15+,Short Post Secondary,203,4.7
Denmark,2015,15+,Short Post Secondary,208,4.8
Egypt,2015,15+,Short Post Secondary,818,4.5
Estonia,2015,15+,Short Post Secondary,233,16.9
Finland,2015,15+,Short Post Secondary,246,10.9
France,2015,15+,Short Post Secondary,250,13.2
Georgia,2015,15+,Short Post Secondary,268,12.3
Germany,2015,15+,Short Post Secondary,276,8.5
Greece,2015,15+,Short Post Secondary,300,12.8
Hong Kong Special Administrative Region of China,2015,15+,Short Post Secondary,344,8.4
Hungary,2015,15+,Short Post Secondary,348,4.3
Iceland,2015,15+,Short Post Secondary,352,8.6
Indonesia,2015,15+,Short Post Secondary,360,2.8
Ireland,2015,15+,Short Post Secondary,372,21.5
Italy,2015,15+,Short Post Secondary,380,0.4
Jordan,2015,15+,Short Post Secondary,400,7.7
Kenya,2015,15+,Short Post Secondary,404,5
Latvia,2015,15+,Short Post Secondary,428,8.2
Lithuania,2015,15+,Short Post Secondary,440,21.3
Luxembourg,2015,15+,Short Post Secondary,442,6.5
Mexico,2015,15+,Short Post Secondary,484,1.6
Montenegro,2015,15+,Short Post Secondary,499,5.7
Netherlands,2015,15+,Short Post Secondary,528,2.2
New Zealand,2015,15+,Short Post Secondary,554,20
Norway,2015,15+,Short Post Secondary,578,11
Panama,2015,15+,Short Post Secondary,591,1.2
Poland,2015,15+,Short Post Secondary,616,3
Portugal,2015,15+,Short Post Secondary,620,13.6
Puerto Rico,2015,15+,Short Post Secondary,630,9
Republic of Korea,2015,15+,Short Post Secondary,410,11.9
Romania,2015,15+,Short Post Secondary,642,3.6
Saint Lucia,2015,15+,Short Post Secondary,662,10
Saudi Arabia,2015,15+,Short Post Secondary,682,6.3
Slovakia,2015,15+,Short Post Secondary,703,1.9
Slovenia,2015,15+,Short Post Secondary,705,9.2
South Africa,2015,15+,Short Post Secondary,710,3
