cnt,country,year,survey,sex,literacy,agegr,percentage
GU,Guatemala,2015,2014-15 DHS,male,,30-34,0.0
GU,Guatemala,2015,2014-15 DHS,male,,35-39,0.2
GU,Guatemala,2015,2014-15 DHS,male,,40-44,0.1
GU,Guatemala,2015,2014-15 DHS,male,,45-49,0.0
GU,Guatemala,2015,2014-15 DHS,male,,15-19,0.0
GU,Guatemala,2015,2014-15 DHS,male,,20-24,0.0
GU,Guatemala,2015,2014-15 DHS,male,,25-29,0.0
GU,Guatemala,2015,2014-15 DHS,male,,30-34,0.0
GU,Guatemala,2015,2014-15 DHS,male,,35-39,0.0
GU,Guatemala,2015,2014-15 DHS,male,,40-44,0.0
GU,Guatemala,2015,2014-15 DHS,male,,45-49,0.0
GU,Guatemala,2015,2014-15 DHS,female,,15-19,0.2
GU,Guatemala,2015,2014-15 DHS,female,,20-24,0.2
GU,Guatemala,2015,2014-15 DHS,female,,25-29,0.2
GU,Guatemala,2015,2014-15 DHS,female,,30-34,0.2
GU,Guatemala,2015,2014-15 DHS,female,,35-39,0.1
GU,Guatemala,2015,2014-15 DHS,female,,40-44,0.2
GU,Guatemala,2015,2014-15 DHS,female,,45-49,0.1
GU,Guatemala,2015,2014-15 DHS,female,,15-19,0.0
GU,Guatemala,2015,2014-15 DHS,female,,20-24,0.0
GU,Guatemala,2015,2014-15 DHS,female,,25-29,0.0
GU,Guatemala,2015,2014-15 DHS,female,,30-34,0.1
GU,Guatemala,2015,2014-15 DHS,female,,35-39,0.1
GU,Guatemala,2015,2014-15 DHS,female,,40-44,0.1
GU,Guatemala,2015,2014-15 DHS,female,,45-49,0.4
GN,Guinea,2005,2005 DHS,male,,15-19,0.7
GN,Guinea,2005,2005 DHS,male,,20-24,0.6
GN,Guinea,2005,2005 DHS,male,,25-29,1.0
GN,Guinea,2005,2005 DHS,male,,30-34,0.7
GN,Guinea,2005,2005 DHS,male,,35-39,1.5
GN,Guinea,2005,2005 DHS,male,,40-44,1.9
GN,Guinea,2005,2005 DHS,male,,45-49,1.4
GN,Guinea,2012,2012 DHS,male,,15-19,0.1
GN,Guinea,2012,2012 DHS,male,,20-24,0.0
GN,Guinea,2012,2012 DHS,male,,25-29,0.3
GN,Guinea,2012,2012 DHS,male,,30-34,0.0
GN,Guinea,2012,2012 DHS,male,,35-39,0.0
GN,Guinea,2012,2012 DHS,male,,40-44,0.0
GN,Guinea,2012,2012 DHS,male,,45-49,0.0
GN,Guinea,2018,2018 DHS,male,,15-19,0.1
GN,Guinea,2018,2018 DHS,male,,20-24,0.0
GN,Guinea,2018,2018 DHS,male,,25-29,0.0
GN,Guinea,2018,2018 DHS,male,,30-34,0.0
GN,Guinea,2018,2018 DHS,male,,35-39,0.3
GN,Guinea,2018,2018 DHS,male,,40-44,0.0
GN,Guinea,2018,2018 DHS,male,,45-49,0.0
GN,Guinea,2005,2005 DHS,male,,15-19,0.0
GN,Guinea,2005,2005 DHS,male,,20-24,0.0
GN,Guinea,2005,2005 DHS,male,,25-29,0.0
GN,Guinea,2005,2005 DHS,male,,30-34,0.0
GN,Guinea,2005,2005 DHS,male,,35-39,0.0
GN,Guinea,2005,2005 DHS,male,,40-44,0.0
GN,Guinea,2005,2005 DHS,male,,45-49,0.3
GN,Guinea,2012,2012 DHS,male,,15-19,0.0
GN,Guinea,2012,2012 DHS,male,,20-24,0.1
GN,Guinea,2012,2012 DHS,male,,25-29,0.0
GN,Guinea,2012,2012 DHS,male,,30-34,0.0
GN,Guinea,2012,2012 DHS,male,,35-39,0.0
GN,Guinea,2012,2012 DHS,male,,40-44,0.0
GN,Guinea,2012,2012 DHS,male,,45-49,0.0
GN,Guinea,2018,2018 DHS,male,,15-19,0.1
GN,Guinea,2018,2018 DHS,male,,20-24,0.0
GN,Guinea,2018,2018 DHS,male,,25-29,0.0
GN,Guinea,2018,2018 DHS,male,,30-34,0.0
GN,Guinea,2018,2018 DHS,male,,35-39,0.1
GN,Guinea,2018,2018 DHS,male,,40-44,0.0
GN,Guinea,2018,2018 DHS,male,,45-49,0.0
GN,Guinea,2005,2005 DHS,female,,15-19,0.2
GN,Guinea,2005,2005 DHS,female,,20-24,0.0
GN,Guinea,2005,2005 DHS,female,,25-29,0.1
GN,Guinea,2005,2005 DHS,female,,30-34,0.3
GN,Guinea,2005,2005 DHS,female,,35-39,0.0
GN,Guinea,2005,2005 DHS,female,,40-44,0.3
GN,Guinea,2005,2005 DHS,female,,45-49,0.0
GN,Guinea,2012,2012 DHS,female,,15-19,NA
GN,Guinea,2012,2012 DHS,female,,20-24,NA
GN,Guinea,2012,2012 DHS,female,,25-29,NA
GN,Guinea,2012,2012 DHS,female,,30-34,NA
GN,Guinea,2012,2012 DHS,female,,35-39,NA
GN,Guinea,2012,2012 DHS,female,,40-44,NA
GN,Guinea,2012,2012 DHS,female,,45-49,NA
GN,Guinea,2018,2018 DHS,female,,15-19,0.0
GN,Guinea,2018,2018 DHS,female,,20-24,0.0
GN,Guinea,2018,2018 DHS,female,,25-29,0.0
GN,Guinea,2018,2018 DHS,female,,30-34,0.0
GN,Guinea,2018,2018 DHS,female,,35-39,0.0
GN,Guinea,2018,2018 DHS,female,,40-44,0.1
GN,Guinea,2018,2018 DHS,female,,45-49,0.1
GN,Guinea,2005,2005 DHS,female,,15-19,0.0
GN,Guinea,2005,2005 DHS,female,,20-24,0.0
GN,Guinea,2005,2005 DHS,female,,25-29,0.0
GN,Guinea,2005,2005 DHS,female,,30-34,0.0
GN,Guinea,2005,2005 DHS,female,,35-39,0.0
GN,Guinea,2005,2005 DHS,female,,40-44,0.0
GN,Guinea,2005,2005 DHS,female,,45-49,0.1
GN,Guinea,2012,2012 DHS,female,,15-19,0.1
GN,Guinea,2012,2012 DHS,female,,20-24,0.0
GN,Guinea,2012,2012 DHS,female,,25-29,0.0
GN,Guinea,2012,2012 DHS,female,,30-34,0.1
GN,Guinea,2012,2012 DHS,female,,35-39,0.1
GN,Guinea,2012,2012 DHS,female,,40-44,0.1
GN,Guinea,2012,2012 DHS,female,,45-49,0.0
GN,Guinea,2018,2018 DHS,female,,15-19,0.1
GN,Guinea,2018,2018 DHS,female,,20-24,0.1
GN,Guinea,2018,2018 DHS,female,,25-29,0.1
GN,Guinea,2018,2018 DHS,female,,30-34,0.1
GN,Guinea,2018,2018 DHS,female,,35-39,0.1
GN,Guinea,2018,2018 DHS,female,,40-44,0.0
GN,Guinea,2018,2018 DHS,female,,45-49,0.1
GY,Guyana,2009,2009 DHS,male,,15-19,0.0
GY,Guyana,2009,2009 DHS,male,,20-24,0.0
GY,Guyana,2009,2009 DHS,male,,25-29,0.1
GY,Guyana,2009,2009 DHS,male,,30-34,0.0
GY,Guyana,2009,2009 DHS,male,,35-39,0.2
GY,Guyana,2009,2009 DHS,male,,40-44,0.0
GY,Guyana,2009,2009 DHS,male,,45-49,0.2
GY,Guyana,2009,2009 DHS,male,,15-19,0.0
GY,Guyana,2009,2009 DHS,male,,20-24,0.0
GY,Guyana,2009,2009 DHS,male,,25-29,0.0
GY,Guyana,2009,2009 DHS,male,,30-34,0.0
GY,Guyana,2009,2009 DHS,male,,35-39,0.4
GY,Guyana,2009,2009 DHS,male,,40-44,0.0
GY,Guyana,2009,2009 DHS,male,,45-49,0.6
GY,Guyana,2009,2009 DHS,female,,15-19,0.0
GY,Guyana,2009,2009 DHS,female,,20-24,0.1
GY,Guyana,2009,2009 DHS,female,,25-29,0.0
GY,Guyana,2009,2009 DHS,female,,30-34,0.3
GY,Guyana,2009,2009 DHS,female,,35-39,0.0
GY,Guyana,2009,2009 DHS,female,,40-44,0.0
GY,Guyana,2009,2009 DHS,female,,45-49,0.0
GY,Guyana,2009,2009 DHS,female,,15-19,0.0
GY,Guyana,2009,2009 DHS,female,,20-24,0.0
GY,Guyana,2009,2009 DHS,female,,25-29,0.0
GY,Guyana,2009,2009 DHS,female,,30-34,0.0
GY,Guyana,2009,2009 DHS,female,,35-39,0.0
GY,Guyana,2009,2009 DHS,female,,40-44,0.1
GY,Guyana,2009,2009 DHS,female,,45-49,0.6
HT,Haiti,2000,2000 DHS,male,,15-19,0.0
HT,Haiti,2000,2000 DHS,male,,20-24,0.0
HT,Haiti,2000,2000 DHS,male,,25-29,0.0
HT,Haiti,2000,2000 DHS,male,,30-34,0.0
HT,Haiti,2000,2000 DHS,male,,35-39,0.0
HT,Haiti,2000,2000 DHS,male,,40-44,0.0
HT,Haiti,2000,2000 DHS,male,,45-49,0.0
HT,Haiti,2006,2005-06 DHS,male,,15-19,0.0
HT,Haiti,2006,2005-06 DHS,male,,20-24,0.0
HT,Haiti,2006,2005-06 DHS,male,,25-29,0.0
HT,Haiti,2006,2005-06 DHS,male,,30-34,0.0
HT,Haiti,2006,2005-06 DHS,male,,35-39,0.0
HT,Haiti,2006,2005-06 DHS,male,,40-44,0.0
HT,Haiti,2006,2005-06 DHS,male,,45-49,0.2
HT,Haiti,2012,2012 DHS,male,,15-19,0.0
HT,Haiti,2012,2012 DHS,male,,20-24,0.3
HT,Haiti,2012,2012 DHS,male,,25-29,0.4
HT,Haiti,2012,2012 DHS,male,,30-34,0.1
HT,Haiti,2012,2012 DHS,male,,35-39,0.6
HT,Haiti,2012,2012 DHS,male,,40-44,0.9
HT,Haiti,2012,2012 DHS,male,,45-49,0.2
HT,Haiti,2016,2016-17 DHS,male,,15-19,0.0
HT,Haiti,2016,2016-17 DHS,male,,20-24,0.0
HT,Haiti,2016,2016-17 DHS,male,,25-29,0.0
HT,Haiti,2016,2016-17 DHS,male,,30-34,0.0
HT,Haiti,2016,2016-17 DHS,male,,35-39,0.0
HT,Haiti,2016,2016-17 DHS,male,,40-44,0.2
HT,Haiti,2016,2016-17 DHS,male,,45-49,0.0
HT,Haiti,2000,2000 DHS,male,,15-19,NA
HT,Haiti,2000,2000 DHS,male,,20-24,NA
HT,Haiti,2000,2000 DHS,male,,25-29,NA
HT,Haiti,2000,2000 DHS,male,,30-34,NA
HT,Haiti,2000,2000 DHS,male,,35-39,NA
HT,Haiti,2000,2000 DHS,male,,40-44,NA
HT,Haiti,2000,2000 DHS,male,,45-49,NA
HT,Haiti,2006,2005-06 DHS,male,,15-19,0.0
HT,Haiti,2006,2005-06 DHS,male,,20-24,0.0
HT,Haiti,2006,2005-06 DHS,male,,25-29,0.1
HT,Haiti,2006,2005-06 DHS,male,,30-34,0.0
HT,Haiti,2006,2005-06 DHS,male,,35-39,0.1
HT,Haiti,2006,2005-06 DHS,male,,40-44,0.4
HT,Haiti,2006,2005-06 DHS,male,,45-49,0.8
HT,Haiti,2012,2012 DHS,male,,15-19,0.1
HT,Haiti,2012,2012 DHS,male,,20-24,0.0
HT,Haiti,2012,2012 DHS,male,,25-29,0.1
HT,Haiti,2012,2012 DHS,male,,30-34,0.0
HT,Haiti,2012,2012 DHS,male,,35-39,0.1
HT,Haiti,2012,2012 DHS,male,,40-44,0.1
HT,Haiti,2012,2012 DHS,male,,45-49,0.6
HT,Haiti,2016,2016-17 DHS,male,,15-19,0.1
HT,Haiti,2016,2016-17 DHS,male,,20-24,0.1
HT,Haiti,2016,2016-17 DHS,male,,25-29,0.2
HT,Haiti,2016,2016-17 DHS,male,,30-34,0.8
HT,Haiti,2016,2016-17 DHS,male,,35-39,0.1
HT,Haiti,2016,2016-17 DHS,male,,40-44,0.1
HT,Haiti,2016,2016-17 DHS,male,,45-49,0.6
HT,Haiti,2000,2000 DHS,female,,15-19,NA
HT,Haiti,2000,2000 DHS,female,,20-24,NA
HT,Haiti,2000,2000 DHS,female,,25-29,NA
HT,Haiti,2000,2000 DHS,female,,30-34,NA
HT,Haiti,2000,2000 DHS,female,,35-39,NA
HT,Haiti,2000,2000 DHS,female,,40-44,NA
HT,Haiti,2000,2000 DHS,female,,45-49,NA
HT,Haiti,2006,2005-06 DHS,female,,15-19,NA
HT,Haiti,2006,2005-06 DHS,female,,20-24,NA
HT,Haiti,2006,2005-06 DHS,female,,25-29,NA
HT,Haiti,2006,2005-06 DHS,female,,30-34,NA
HT,Haiti,2006,2005-06 DHS,female,,35-39,NA
HT,Haiti,2006,2005-06 DHS,female,,40-44,NA
HT,Haiti,2006,2005-06 DHS,female,,45-49,NA
HT,Haiti,2012,2012 DHS,female,,15-19,0.3
HT,Haiti,2012,2012 DHS,female,,20-24,0.1
HT,Haiti,2012,2012 DHS,female,,25-29,0.1
HT,Haiti,2012,2012 DHS,female,,30-34,0.2
HT,Haiti,2012,2012 DHS,female,,35-39,0.4
HT,Haiti,2012,2012 DHS,female,,40-44,0.4
HT,Haiti,2012,2012 DHS,female,,45-49,0.1
HT,Haiti,2016,2016-17 DHS,female,,15-19,0.0
HT,Haiti,2016,2016-17 DHS,female,,20-24,0.0
HT,Haiti,2016,2016-17 DHS,female,,25-29,0.0
HT,Haiti,2016,2016-17 DHS,female,,30-34,0.0
HT,Haiti,2016,2016-17 DHS,female,,35-39,0.0
HT,Haiti,2016,2016-17 DHS,female,,40-44,0.0
HT,Haiti,2016,2016-17 DHS,female,,45-49,0.0
HT,Haiti,2000,2000 DHS,female,,15-19,NA
HT,Haiti,2000,2000 DHS,female,,20-24,NA
HT,Haiti,2000,2000 DHS,female,,25-29,NA
HT,Haiti,2000,2000 DHS,female,,30-34,NA
HT,Haiti,2000,2000 DHS,female,,35-39,NA
HT,Haiti,2000,2000 DHS,female,,40-44,NA
HT,Haiti,2000,2000 DHS,female,,45-49,NA
HT,Haiti,2006,2005-06 DHS,female,,15-19,0.0
HT,Haiti,2006,2005-06 DHS,female,,20-24,0.3
HT,Haiti,2006,2005-06 DHS,female,,25-29,0.3
HT,Haiti,2006,2005-06 DHS,female,,30-34,0.1
HT,Haiti,2006,2005-06 DHS,female,,35-39,0.2
HT,Haiti,2006,2005-06 DHS,female,,40-44,0.3
HT,Haiti,2006,2005-06 DHS,female,,45-49,1.0
HT,Haiti,2012,2012 DHS,female,,15-19,0.1
HT,Haiti,2012,2012 DHS,female,,20-24,0.0
HT,Haiti,2012,2012 DHS,female,,25-29,0.3
HT,Haiti,2012,2012 DHS,female,,30-34,0.2
HT,Haiti,2012,2012 DHS,female,,35-39,0.2
HT,Haiti,2012,2012 DHS,female,,40-44,0.6
HT,Haiti,2012,2012 DHS,female,,45-49,2.3
HT,Haiti,2016,2016-17 DHS,female,,15-19,0.2
HT,Haiti,2016,2016-17 DHS,female,,20-24,0.0
HT,Haiti,2016,2016-17 DHS,female,,25-29,0.1
HT,Haiti,2016,2016-17 DHS,female,,30-34,0.1
HT,Haiti,2016,2016-17 DHS,female,,35-39,0.3
HT,Haiti,2016,2016-17 DHS,female,,40-44,0.0
HT,Haiti,2016,2016-17 DHS,female,,45-49,0.3
HN,Honduras,2005,2005-06 DHS,male,,15-19,NA
HN,Honduras,2005,2005-06 DHS,male,,20-24,NA
HN,Honduras,2005,2005-06 DHS,male,,25-29,NA
HN,Honduras,2005,2005-06 DHS,male,,30-34,NA
HN,Honduras,2005,2005-06 DHS,male,,35-39,NA
HN,Honduras,2005,2005-06 DHS,male,,40-44,NA
HN,Honduras,2005,2005-06 DHS,male,,45-49,NA
HN,Honduras,2011,2011-12 DHS,male,,15-19,0.0
HN,Honduras,2011,2011-12 DHS,male,,20-24,0.0
HN,Honduras,2011,2011-12 DHS,male,,25-29,0.0
HN,Honduras,2011,2011-12 DHS,male,,30-34,0.0
HN,Honduras,2011,2011-12 DHS,male,,35-39,0.0
HN,Honduras,2011,2011-12 DHS,male,,40-44,0.0
HN,Honduras,2011,2011-12 DHS,male,,45-49,0.1
HN,Honduras,2005,2005-06 DHS,male,,15-19,NA
HN,Honduras,2005,2005-06 DHS,male,,20-24,NA
HN,Honduras,2005,2005-06 DHS,male,,25-29,NA
HN,Honduras,2005,2005-06 DHS,male,,30-34,NA
HN,Honduras,2005,2005-06 DHS,male,,35-39,NA
HN,Honduras,2005,2005-06 DHS,male,,40-44,NA
HN,Honduras,2005,2005-06 DHS,male,,45-49,NA
HN,Honduras,2011,2011-12 DHS,male,,15-19,0.0
HN,Honduras,2011,2011-12 DHS,male,,20-24,0.0
HN,Honduras,2011,2011-12 DHS,male,,25-29,0.0
HN,Honduras,2011,2011-12 DHS,male,,30-34,0.0
HN,Honduras,2011,2011-12 DHS,male,,35-39,0.0
HN,Honduras,2011,2011-12 DHS,male,,40-44,0.0
HN,Honduras,2011,2011-12 DHS,male,,45-49,0.0
HN,Honduras,2005,2005-06 DHS,female,,15-19,NA
HN,Honduras,2005,2005-06 DHS,female,,20-24,NA
HN,Honduras,2005,2005-06 DHS,female,,25-29,NA
HN,Honduras,2005,2005-06 DHS,female,,30-34,NA
HN,Honduras,2005,2005-06 DHS,female,,35-39,NA
HN,Honduras,2005,2005-06 DHS,female,,40-44,NA
HN,Honduras,2005,2005-06 DHS,female,,45-49,NA
HN,Honduras,2011,2011-12 DHS,female,,15-19,0.0
HN,Honduras,2011,2011-12 DHS,female,,20-24,0.0
HN,Honduras,2011,2011-12 DHS,female,,25-29,0.0
HN,Honduras,2011,2011-12 DHS,female,,30-34,0.0
HN,Honduras,2011,2011-12 DHS,female,,35-39,0.0
HN,Honduras,2011,2011-12 DHS,female,,40-44,0.1
HN,Honduras,2011,2011-12 DHS,female,,45-49,0.0
HN,Honduras,2005,2005-06 DHS,female,,15-19,0.0
HN,Honduras,2005,2005-06 DHS,female,,20-24,0.0
HN,Honduras,2005,2005-06 DHS,female,,25-29,0.1
HN,Honduras,2005,2005-06 DHS,female,,30-34,0.1
HN,Honduras,2005,2005-06 DHS,female,,35-39,0.0
HN,Honduras,2005,2005-06 DHS,female,,40-44,0.0
HN,Honduras,2005,2005-06 DHS,female,,45-49,0.2
HN,Honduras,2011,2011-12 DHS,female,,15-19,0.0
HN,Honduras,2011,2011-12 DHS,female,,20-24,0.0
HN,Honduras,2011,2011-12 DHS,female,,25-29,0.0
HN,Honduras,2011,2011-12 DHS,female,,30-34,0.0
HN,Honduras,2011,2011-12 DHS,female,,35-39,0.0
HN,Honduras,2011,2011-12 DHS,female,,40-44,0.1
HN,Honduras,2011,2011-12 DHS,female,,45-49,0.2
IA,India,2006,2005-06 DHS,male,,15-19,0.1
IA,India,2006,2005-06 DHS,male,,20-24,0.1
IA,India,2006,2005-06 DHS,male,,25-29,0.1
IA,India,2006,2005-06 DHS,male,,30-34,0.2
IA,India,2006,2005-06 DHS,male,,35-39,0.1
IA,India,2006,2005-06 DHS,male,,40-44,0.2
IA,India,2006,2005-06 DHS,male,,45-49,0.2
IA,India,2015,2015-16 DHS,male,,15-19,0.1
IA,India,2015,2015-16 DHS,male,,20-24,0.1
IA,India,2015,2015-16 DHS,male,,25-29,0.1
IA,India,2015,2015-16 DHS,male,,30-34,0.1
IA,India,2015,2015-16 DHS,male,,35-39,0.2
IA,India,2015,2015-16 DHS,male,,40-44,0.2
IA,India,2015,2015-16 DHS,male,,45-49,0.3
IA,India,2006,2005-06 DHS,male,,15-19,0.0
IA,India,2006,2005-06 DHS,male,,20-24,0.1
IA,India,2006,2005-06 DHS,male,,25-29,0.1
IA,India,2006,2005-06 DHS,male,,30-34,0.1
IA,India,2006,2005-06 DHS,male,,35-39,0.1
IA,India,2006,2005-06 DHS,male,,40-44,0.1
IA,India,2006,2005-06 DHS,male,,45-49,0.1
IA,India,2015,2015-16 DHS,male,,15-19,0.1
IA,India,2015,2015-16 DHS,male,,20-24,0.3
IA,India,2015,2015-16 DHS,male,,25-29,0.2
IA,India,2015,2015-16 DHS,male,,30-34,0.3
IA,India,2015,2015-16 DHS,male,,35-39,0.5
IA,India,2015,2015-16 DHS,male,,40-44,0.5
IA,India,2015,2015-16 DHS,male,,45-49,0.5
IA,India,2006,2005-06 DHS,female,,15-19,0.2
IA,India,2006,2005-06 DHS,female,,20-24,0.2
IA,India,2006,2005-06 DHS,female,,25-29,0.2
IA,India,2006,2005-06 DHS,female,,30-34,0.3
IA,India,2006,2005-06 DHS,female,,35-39,0.2
IA,India,2006,2005-06 DHS,female,,40-44,0.2
IA,India,2006,2005-06 DHS,female,,45-49,0.2
IA,India,2015,2015-16 DHS,female,,15-19,0.1
IA,India,2015,2015-16 DHS,female,,20-24,0.2
IA,India,2015,2015-16 DHS,female,,25-29,0.2
IA,India,2015,2015-16 DHS,female,,30-34,0.2
IA,India,2015,2015-16 DHS,female,,35-39,0.2
IA,India,2015,2015-16 DHS,female,,40-44,0.2
IA,India,2015,2015-16 DHS,female,,45-49,0.2
IA,India,2006,2005-06 DHS,female,,15-19,0.0
IA,India,2006,2005-06 DHS,female,,20-24,0.0
IA,India,2006,2005-06 DHS,female,,25-29,0.0
IA,India,2006,2005-06 DHS,female,,30-34,0.0
IA,India,2006,2005-06 DHS,female,,35-39,0.1
IA,India,2006,2005-06 DHS,female,,40-44,0.4
IA,India,2006,2005-06 DHS,female,,45-49,0.6
IA,India,2015,2015-16 DHS,female,,15-19,0.2
IA,India,2015,2015-16 DHS,female,,20-24,0.3
IA,India,2015,2015-16 DHS,female,,25-29,0.5
IA,India,2015,2015-16 DHS,female,,30-34,0.6
IA,India,2015,2015-16 DHS,female,,35-39,0.9
IA,India,2015,2015-16 DHS,female,,40-44,1.1
IA,India,2015,2015-16 DHS,female,,45-49,1.0
ID,Indonesia,2003,2002-03 DHS,male,,15-19,NA
ID,Indonesia,2003,2002-03 DHS,male,,20-24,NA
ID,Indonesia,2003,2002-03 DHS,male,,25-29,NA
ID,Indonesia,2003,2002-03 DHS,male,,30-34,NA
ID,Indonesia,2003,2002-03 DHS,male,,35-39,NA
ID,Indonesia,2003,2002-03 DHS,male,,40-44,NA
ID,Indonesia,2003,2002-03 DHS,male,,45-49,NA
ID,Indonesia,2007,2007 DHS,male,,15-19,NA
ID,Indonesia,2007,2007 DHS,male,,20-24,NA
ID,Indonesia,2007,2007 DHS,male,,25-29,NA
ID,Indonesia,2007,2007 DHS,male,,30-34,NA
ID,Indonesia,2007,2007 DHS,male,,35-39,NA
ID,Indonesia,2007,2007 DHS,male,,40-44,NA
ID,Indonesia,2007,2007 DHS,male,,45-49,NA
ID,Indonesia,2012,2012 DHS,male,,15-19,NA
ID,Indonesia,2012,2012 DHS,male,,20-24,NA
ID,Indonesia,2012,2012 DHS,male,,25-29,NA
ID,Indonesia,2012,2012 DHS,male,,30-34,NA
ID,Indonesia,2012,2012 DHS,male,,35-39,NA
ID,Indonesia,2012,2012 DHS,male,,40-44,NA
ID,Indonesia,2012,2012 DHS,male,,45-49,NA
ID,Indonesia,2017,2017 DHS,male,,15-19,NA
ID,Indonesia,2017,2017 DHS,male,,20-24,NA
ID,Indonesia,2017,2017 DHS,male,,25-29,NA
ID,Indonesia,2017,2017 DHS,male,,30-34,NA
ID,Indonesia,2017,2017 DHS,male,,35-39,NA
ID,Indonesia,2017,2017 DHS,male,,40-44,NA
ID,Indonesia,2017,2017 DHS,male,,45-49,NA
ID,Indonesia,2003,2002-03 DHS,male,,15-19,NA
ID,Indonesia,2003,2002-03 DHS,male,,20-24,NA
ID,Indonesia,2003,2002-03 DHS,male,,25-29,NA
ID,Indonesia,2003,2002-03 DHS,male,,30-34,NA
ID,Indonesia,2003,2002-03 DHS,male,,35-39,NA
ID,Indonesia,2003,2002-03 DHS,male,,40-44,NA
ID,Indonesia,2003,2002-03 DHS,male,,45-49,NA
ID,Indonesia,2007,2007 DHS,male,,15-19,NA
ID,Indonesia,2007,2007 DHS,male,,20-24,NA
ID,Indonesia,2007,2007 DHS,male,,25-29,NA
ID,Indonesia,2007,2007 DHS,male,,30-34,NA
ID,Indonesia,2007,2007 DHS,male,,35-39,NA
ID,Indonesia,2007,2007 DHS,male,,40-44,NA
ID,Indonesia,2007,2007 DHS,male,,45-49,NA
ID,Indonesia,2012,2012 DHS,male,,15-19,0.0
ID,Indonesia,2012,2012 DHS,male,,20-24,0.0
ID,Indonesia,2012,2012 DHS,male,,25-29,0.0
ID,Indonesia,2012,2012 DHS,male,,30-34,0.0
ID,Indonesia,2012,2012 DHS,male,,35-39,0.1
ID,Indonesia,2012,2012 DHS,male,,40-44,0.4
ID,Indonesia,2012,2012 DHS,male,,45-49,1.3
ID,Indonesia,2017,2017 DHS,male,,15-19,NA
ID,Indonesia,2017,2017 DHS,male,,20-24,NA
ID,Indonesia,2017,2017 DHS,male,,25-29,NA
ID,Indonesia,2017,2017 DHS,male,,30-34,NA
ID,Indonesia,2017,2017 DHS,male,,35-39,NA
ID,Indonesia,2017,2017 DHS,male,,40-44,NA
ID,Indonesia,2017,2017 DHS,male,,45-49,NA
ID,Indonesia,2003,2002-03 DHS,female,,15-19,NA
ID,Indonesia,2003,2002-03 DHS,female,,20-24,NA
ID,Indonesia,2003,2002-03 DHS,female,,25-29,NA
ID,Indonesia,2003,2002-03 DHS,female,,30-34,NA
ID,Indonesia,2003,2002-03 DHS,female,,35-39,NA
ID,Indonesia,2003,2002-03 DHS,female,,40-44,NA
ID,Indonesia,2003,2002-03 DHS,female,,45-49,NA
ID,Indonesia,2007,2007 DHS,female,,15-19,NA
ID,Indonesia,2007,2007 DHS,female,,20-24,NA
ID,Indonesia,2007,2007 DHS,female,,25-29,NA
ID,Indonesia,2007,2007 DHS,female,,30-34,NA
ID,Indonesia,2007,2007 DHS,female,,35-39,NA
ID,Indonesia,2007,2007 DHS,female,,40-44,NA
ID,Indonesia,2007,2007 DHS,female,,45-49,NA
ID,Indonesia,2012,2012 DHS,female,,15-19,NA
ID,Indonesia,2012,2012 DHS,female,,20-24,NA
ID,Indonesia,2012,2012 DHS,female,,25-29,NA
ID,Indonesia,2012,2012 DHS,female,,30-34,NA
ID,Indonesia,2012,2012 DHS,female,,35-39,NA
ID,Indonesia,2012,2012 DHS,female,,40-44,NA
ID,Indonesia,2012,2012 DHS,female,,45-49,NA
ID,Indonesia,2017,2017 DHS,female,,15-19,0.0
ID,Indonesia,2017,2017 DHS,female,,20-24,0.0
ID,Indonesia,2017,2017 DHS,female,,25-29,0.0
ID,Indonesia,2017,2017 DHS,female,,30-34,0.1
ID,Indonesia,2017,2017 DHS,female,,35-39,0.1
ID,Indonesia,2017,2017 DHS,female,,40-44,0.3
ID,Indonesia,2017,2017 DHS,female,,45-49,0.9
ID,Indonesia,2003,2002-03 DHS,female,,15-19,NA
ID,Indonesia,2003,2002-03 DHS,female,,20-24,NA
ID,Indonesia,2003,2002-03 DHS,female,,25-29,NA
ID,Indonesia,2003,2002-03 DHS,female,,30-34,NA
ID,Indonesia,2003,2002-03 DHS,female,,35-39,NA
ID,Indonesia,2003,2002-03 DHS,female,,40-44,NA
ID,Indonesia,2003,2002-03 DHS,female,,45-49,NA
ID,Indonesia,2007,2007 DHS,female,,15-19,NA
ID,Indonesia,2007,2007 DHS,female,,20-24,NA
ID,Indonesia,2007,2007 DHS,female,,25-29,NA
ID,Indonesia,2007,2007 DHS,female,,30-34,NA
ID,Indonesia,2007,2007 DHS,female,,35-39,NA
ID,Indonesia,2007,2007 DHS,female,,40-44,NA
ID,Indonesia,2007,2007 DHS,female,,45-49,NA
ID,Indonesia,2012,2012 DHS,female,,15-19,0.0
ID,Indonesia,2012,2012 DHS,female,,20-24,0.0
ID,Indonesia,2012,2012 DHS,female,,25-29,0.0
ID,Indonesia,2012,2012 DHS,female,,30-34,0.0
ID,Indonesia,2012,2012 DHS,female,,35-39,0.2
ID,Indonesia,2012,2012 DHS,female,,40-44,0.6
ID,Indonesia,2012,2012 DHS,female,,45-49,1.7
ID,Indonesia,2017,2017 DHS,female,,15-19,NA
ID,Indonesia,2017,2017 DHS,female,,20-24,NA
ID,Indonesia,2017,2017 DHS,female,,25-29,NA
ID,Indonesia,2017,2017 DHS,female,,30-34,NA
ID,Indonesia,2017,2017 DHS,female,,35-39,NA
ID,Indonesia,2017,2017 DHS,female,,40-44,NA
